Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vishwa Bharat Fine Dine,"Shop No 1,2 & 3 Laxmi Shopping Centre, HD Road, Hirachand Desai Rd, near Railway Station, Ghatkopar West, Mumbai, Maharashtra 400086","Shop No 1,2 & 3 Laxmi Shopping Centre, HD Road",Hirachand Desai Rd,"North Indian restaurant,Bar,Chinese restaurant,Continental restaurant,Delivery service,Fine dining restaurant,Italian restaurant,Takeout restaurant,Pizza restaurant,Punjabi restaurant",098217 99977,"098217 99977, +91 98217 99977",YES,1377,4.2,https://search.google.com/local/reviews?placeid=ChIJrXamZ87H5zsRxpMI0Vdm8TY&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3959058074790564806,19.0866512,72.9081004,https://vishwabharat.lokal.in/,vishwabharat.lokal.in,"Sunday:[12 pm–12 am], Monday:[12 pm–12 am], Tuesday:[12 pm–12 am], Wednesday:[12 pm–12 am], Thursday:[12 pm–12 am], Friday:[12 pm–12 am], Saturday:[12 pm–12 am]",https://lh5.googleusercontent.com/p/AF1QipP61Nww82cxOomaYbFQPt4Tks3RbN7HYkL-8wZs=w189-h92-k-no,3.96E+18,ChIJrXamZ87H5zsRxpMI0Vdm8TY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Kitchens,"Level 9M, The St. Regis, 462, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra 400013",Level 9M,The St. Regis,"Buffet restaurant,Bakery and Cake Shop,Breakfast restaurant,Cafe,Delivery Chinese restaurant,Delivery service,Dessert restaurant,Meal delivery,Takeout restaurant",022 6162 8422,"022 6162 8422, +91 22 6162 8422",YES,1386,4.5,https://search.google.com/local/reviews?placeid=ChIJlc-X0JzP5zsRb2x9ShSiYcM&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14078712118169660527,18.9940667,72.824626,https://www.marriott.com/hotels/hotel-information/restaurant/bomxr-the-st-regis-mumbai/,marriott.com,"Sunday:[6:30 am–12 am], Monday:[6:30 am–12 am], Tuesday:[6:30 am–12 am], Wednesday:[6:30 am–12 am], Thursday:[6:30 am–12 am], Friday:[6:30 am–12 am], Saturday:[6:30 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipOtvnd95wdlWG_91tZFTkFlcAK3S_xksxi1jWcE=w131-h92-k-no,1.41E+19,ChIJlc-X0JzP5zsRb2x9ShSiYcM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peshwa Pavilion,"International Airport, Itc Maratha, Chhatrapati Shivaji Maharaj Int'l Airport Rd, Ashok Nagar, Andheri East, Mumbai, Maharashtra 400099",International Airport,Itc Maratha,"Restaurant,Buffet restaurant,Continental restaurant,North Indian restaurant",022 2830 3030,"022 2830 3030, +91 22 2830 3030",YES,2539,4.7,https://search.google.com/local/reviews?placeid=ChIJL1Hh4EbI5zsRqpWnAny2Ud0&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15947728399232374186,19.1039406,72.8696246,https://www.itchotels.com/in/en/itcmaratha-mumbai?utm_source=google&utm_medium=organic%20Search&utm_term=itcmaratha%20Restaurants&utm_campaign=listing,itchotels.com,"Sunday:[6:30–10:30 am], Monday:[6:30–10:30 am], Tuesday:[6:30–10:30 am], Wednesday:[6:30–10:30 am], Thursday:[6:30–10:30 am], Friday:[6:30–10:30 am], Saturday:[6:30–10:30 am]",https://lh5.googleusercontent.com/p/AF1QipMKnYFBLsfA0LGNgSDzbEA7UVUmchuZvzOrh0Gn=w122-h92-k-no,1.59E+19,ChIJL1Hh4EbI5zsRqpWnAny2Ud0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saptami,"B-5, Kajupada Pipeline Rd, near Holiday Inn Mumbai International Airport, an IHG Hotel, Satya Nagar, Sathi D Souza Nagar, Saki Naka, Mumbai, Maharashtra 400072","B-5, Kajupada Pipeline Rd, near Holiday Inn Mumbai International Airport, an IHG Hotel","Satya Nagar, Sathi D Souza Nagar, Saki Naka",Buffet restaurant,022 4085 1800,"022 4085 1800, +91 22 4085 1800",YES,1601,4.9,https://search.google.com/local/reviews?placeid=ChIJVaQ59HPJ5zsRPGr6XXa0TMg&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14433109326291429948,19.1031211,72.887367,https://www.ihg.com/holidayinn/hotels/us/en/mumbai/bomap/hoteldetail,ihg.com,"Sunday:[6:30 am–11:30 pm], Monday:[6:30 am–11:30 pm], Tuesday:[6:30 am–11:30 pm], Wednesday:[6:30 am–11:30 pm], Thursday:[6:30 am–11:30 pm], Friday:[6:30 am–11:30 pm], Saturday:[6:30 am–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipO_k-uMwxOwejr5okC7uxi4chPbr2hBM3ya3NJT=w137-h92-k-no,1.44E+19,ChIJVaQ59HPJ5zsRPGr6XXa0TMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Magic,"Patanwala Compound, Lal Bahadur Shastri Marg, Ghatkopar West, Mumbai, Maharashtra 400086",Patanwala Compound,Lal Bahadur Shastri Marg,Vegetarian restaurant,099872 08800,"099872 08800, +91 99872 08800",YES,1572,4.1,https://search.google.com/local/reviews?placeid=ChIJPWQD59LH5zsRfg1gEWuyIlE&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5846431439203077502,19.0941154,72.9134214,,,,https://lh5.googleusercontent.com/p/AF1QipPwvB_rjsmD_uPPR5kjVj6zbVUeQSqI2s8j6Mw6=w163-h92-k-no,5.85E+18,ChIJPWQD59LH5zsRfg1gEWuyIlE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Library by Jiggs Kalra,"Ground Floor, First International Financial Centre, Citi Bank Building, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051","Ground Floor, First International Financial Centre",Citi Bank Building,"Indian restaurant,Fine dining restaurant",084529 00900,"084529 00900, +91 84529 00900",YES,5740,4.5,https://search.google.com/local/reviews?placeid=ChIJe2U4L-zI5zsRa6ovuoq6yM0&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14828306878109297259,19.0691053,72.8697293,http://masalalibrary.co.in/,masalalibrary.co.in,"Sunday:[12–3 pm], Monday:[12–3 pm], Tuesday:[12–3 pm], Wednesday:[12–3 pm], Thursday:[12–3 pm], Friday:[12–3 pm], Saturday:[12–3 pm]",https://lh5.googleusercontent.com/p/AF1QipPTwQXy7FZwXzeJE2RvXiATrQ2VJO28eIizf2qZ=w122-h92-k-no,1.48E+19,ChIJe2U4L-zI5zsRa6ovuoq6yM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiqri,"Chhatrapati Shivaji Maharaj International Airport, T1, off Western Express Highway, Navpada, Vile Parle East, Santacruz East, Mumbai, Maharashtra 400099",Chhatrapati Shivaji Maharaj International Airport,T1,Indian restaurant,022 6211 5502,"022 6211 5502, +91 22 6211 5502",YES,1108,4.7,https://search.google.com/local/reviews?placeid=ChIJfRxNi1LI5zsRN7iscmAzeKs&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12355682067024754743,19.0927142,72.8540708,https://www.tajhotels.com/en-in/hotels/taj-santacruz-mumbai/restaurants/tiqri-bar-lounge?utm_source=Google&utm_medium=Local&utm_campaign=taj-santacruz-mumbai-tiqri-bar-lounge,tajhotels.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipPaQBs3uF6qMliXLz_M6YWeikCjkdgFG4QKQGzI=w122-h92-k-no,1.24E+19,ChIJfRxNi1LI5zsRN7iscmAzeKs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirchi & Mime,"Transocean Inc., Lake Blvd Rd, Hiranandani Gardens, MHADA Colony 19, Powai, Mumbai, Maharashtra 400076",Transocean Inc.,Lake Blvd Rd,"Indian restaurant,Bar,Dessert restaurant,Non Vegetarian Restaurant,Vegan restaurant,Vegetarian restaurant",022 4141 5151,"022 4141 5151, +91 22 4141 5151",YES,12018,4.6,https://search.google.com/local/reviews?placeid=ChIJiVBBJPG25zsRCVW0udJpuO8&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17273672724559189257,19.1198468,72.9071803,http://www.mirchiandmime.com/,mirchiandmime.com,"Sunday:[12–3:30 pm], Monday:[12:30–3:30 pm], Tuesday:[12:30–3:30 pm], Wednesday:[12:30–3:30 pm], Thursday:[12:30–3:30 pm], Friday:[12–3:30 pm], Saturday:[12–3:30 pm]",https://lh5.googleusercontent.com/p/AF1QipP12X8XLv152WEe0-rKXbA8olDCXWvJYlbUhduE=w122-h92-k-no,1.73E+19,ChIJiVBBJPG25zsRCVW0udJpuO8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hornby's Pavilion,"287, Dr Baba Saheb Ambedkar Rd, Parel, Mumbai, Maharashtra 400012","287, Dr Baba Saheb Ambedkar Rd",Parel,"Buffet restaurant,Breakfast restaurant",022 6704 5121,"022 6704 5121, +91 22 6704 5121",YES,2090,4.7,https://search.google.com/local/reviews?placeid=ChIJqSd8YOfO5zsRvww-DHhMBPw&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=18159723675949862079,18.9981392,72.8386108,http://www.itchotels.in/hotels/itcgrandcentral/hornbys-pavilion-restaurant.aspx,itchotels.in,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipPic7VdeOvIsvndoOSbihFOjbuH-aoQF4sW0dc9=w122-h92-k-no,1.82E+19,ChIJqSd8YOfO5zsRvww-DHhMBPw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakshin Coastal,"31/1, 31/2, Itc Maratha, 31/3, IA Project Rd, Sahar Village, Andheri East, Mumbai, Maharashtra 400059","31/1, 31/2",Itc Maratha,South Indian restaurant,H3uvZvOnEePj4-EPh_WlyA0,,YES,2658,4.7,https://search.google.com/local/reviews?placeid=ChIJyY5tL0HI5zsR08QzKHy5nRo&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1917892959231263955,19.1039676,72.8699327,,,"Sunday:[11 am–3:30 pm], Monday:[7–11:30 pm], Tuesday:[7–11:30 pm], Wednesday:[7–11:30 pm], Thursday:[7–11:30 pm], Friday:[7–11:30 pm], Saturday:[7–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipPMo-9oEqEO-1mktgms6oyKX7VhN1mk-e_UY1Zu=w122-h92-k-no,1.92E+18,ChIJyY5tL0HI5zsR08QzKHy5nRo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakshin Coastal,"31/1, 31/2, Itc Maratha, 31/3, IA Project Rd, Sahar Village, Andheri East, Mumbai, Maharashtra 400059","31/1, 31/2",Itc Maratha,South Indian restaurant,OHuvZtKVOqSf4-EP2PmJ2Qk,,YES,2658,4.7,https://search.google.com/local/reviews?placeid=ChIJyY5tL0HI5zsR08QzKHy5nRo&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1917892959231263955,19.1039676,72.8699327,,,"Sunday:[11 am–3:30 pm], Monday:[7–11:30 pm], Tuesday:[7–11:30 pm], Wednesday:[7–11:30 pm], Thursday:[7–11:30 pm], Friday:[7–11:30 pm], Saturday:[7–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipPMo-9oEqEO-1mktgms6oyKX7VhN1mk-e_UY1Zu=w122-h92-k-no,1.92E+18,ChIJyY5tL0HI5zsR08QzKHy5nRo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baluchi - A Pan Indian Destination,"The Lalit Hotel Mumbai, Sahar Airport Road, Mumbai, Maharashtra 400059",The Lalit Hotel Mumbai,Sahar Airport Road,"Indian restaurant,Awadhi Restaurant,Biryani restaurant,Dessert restaurant,Hotel,North Indian restaurant,South Indian restaurant,Vegetarian restaurant",022 6104 3142,"022 6104 3142, +91 22 6104 3142",YES,899,4.7,https://search.google.com/local/reviews?placeid=ChIJG2QbhWrI5zsRv7Fm9Sw7AU0&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5548781280178909631,19.1054985,72.8759222,http://www.thelalit.com/the-lalit-mumbai/eat-and-drink/baluchi/,thelalit.com,,https://lh5.googleusercontent.com/p/AF1QipMud7rVUq1JwfQDJ9eDOaQ3d0CfayRzVUVV9KNm=w138-h92-k-no,5.55E+18,ChIJG2QbhWrI5zsRv7Fm9Sw7AU0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trèsind Mumbai,"Ground Floor Inspire BKC E, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",Ground Floor Inspire BKC E,"G Block BKC, Bandra Kurla Complex, Bandra East","Fine dining restaurant,Indian restaurant,Restaurant",089280 00057,"089280 00057, +91 89280 00057",YES,4336,4.7,https://search.google.com/local/reviews?placeid=ChIJRzKMjYzJ5zsRc3HMaVsahhM&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1406840913519210867,19.0635387,72.8576059,https://www.tresind.com/mumbai,tresind.com,"Sunday:[12–3 pm], Monday:[12–3 pm], Tuesday:[12–3 pm], Wednesday:[12–3 pm], Thursday:[12–3 pm], Friday:[12–3 pm], Saturday:[12–3 pm]",https://lh5.googleusercontent.com/p/AF1QipMM8HrHZD6Y2iYoLKTjf2_sJ11fbxOwYAbXsbNO=w138-h92-k-no,1.41E+18,ChIJRzKMjYzJ5zsRc3HMaVsahhM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Junction Restaurant,"Shop No, Weight Bridge, 1, Lal Bahadur Shastri Marg, behind Kurla, Friends Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070",Shop No,Weight Bridge,Turkish restaurant,089764 60010,"089764 60010, +91 89764 60010",YES,846,4,https://search.google.com/local/reviews?placeid=ChIJX1GIn3zJ5zsRArC5WuPxiVk&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6451953899966935042,19.0791164,72.8800114,,,"Sunday:[12 pm–3 am], Monday:[12 pm–3 am], Tuesday:[12 pm–3 am], Wednesday:[12 pm–3 am], Thursday:[12 pm–3 am], Friday:[12 pm–3 am], Saturday:[12 pm–3 am]",https://lh5.googleusercontent.com/p/AF1QipPN8Hp9qe0QAr80J0uRxcwlyp18Eb3vecMGjl0U=w122-h92-k-no,6.45E+18,ChIJX1GIn3zJ5zsRArC5WuPxiVk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamavar - Indian Speciality Restaurant,"Sahar Airport Rd, Mariyyman Nagar, Greater Indra Nagar, Andheri East, Mumbai, Maharashtra 400059",Sahar Airport Rd,"Mariyyman Nagar, Greater Indra Nagar, Andheri East","Indian restaurant,Modern Indian restaurant,North Indian restaurant",022 6691 1350,"022 6691 1350, +91 22 6691 1350",YES,3908,4.9,https://search.google.com/local/reviews?placeid=ChIJt-dmfRXI5zsRGJkw0nhSjBU&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1552706650411931928,19.1093078,72.8738246,https://www.theleela.com/the-leela-mumbai/restaurants/jamavar/,theleela.com,"Sunday:[7–11:30 pm], Monday:[7–11:30 pm], Tuesday:[7–11:30 pm], Wednesday:[7–11:30 pm], Thursday:[7–11:30 pm], Friday:[7–11:30 pm], Saturday:[7–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipPUnKhQ3UoR37HOVR1dKu51w5OiQvHNAFcSGRWM=w163-h92-k-no,1.55E+18,ChIJt-dmfRXI5zsRGJkw0nhSjBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JYRAN - TANDOOR DINING & LOUNGE,"C 57, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",C 57,"G Block BKC, Bandra Kurla Complex, Bandra East",Restaurant,022 6117 5115,"022 6117 5115, +91 22 6117 5115",YES,2231,4.7,https://search.google.com/local/reviews?placeid=ChIJjbFIPOzI5zsRgt1ljEIMk-4&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17191097682566176130,19.0676551,72.8689674,https://sofitel.accor.com/en/hotels/6451/R004.restaurant.html,sofitel.accor.com,"Sunday:[12:30–3 pm], Monday:[12:30–3 pm], Tuesday:[12:30–3 pm], Wednesday:[12:30–3 pm], Thursday:[12:30–3 pm], Friday:[12:30–3 pm], Saturday:[12:30–3 pm]",https://lh5.googleusercontent.com/p/AF1QipPfsZnx43fLRf3PoMi30hvl9cGaNgUOEyzLRegL=w122-h92-k-no,1.72E+19,ChIJjbFIPOzI5zsRgt1ljEIMk-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian Darbar,"Shop no, Kanakia Zillion, 17, Lal Bahadur Shastri Marg, Kurla West, Kurla, Mumbai, Maharashtra 400070",Shop no,Kanakia Zillion,Restaurant,080808 08694,"080808 08694, +91 80808 08694",YES,5632,4.2,https://search.google.com/local/reviews?placeid=ChIJaWC1XTrJ5zsREAWULwrlW1o&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6511049518204847376,19.0759873,72.8769336,https://persiandarbar.in/,persiandarbar.in,"Sunday:[10 am–2 am], Monday:[10 am–2 am], Tuesday:[10 am–2 am], Wednesday:[10 am–2 am], Thursday:[10 am–2 am], Friday:[10 am–2 am], Saturday:[10 am–2 am]",https://lh5.googleusercontent.com/p/AF1QipOAp4SrEfdbCiSzMHThbWQd6r1Lcdl-XESDcOPC=w122-h92-k-no,6.51E+18,ChIJaWC1XTrJ5zsREAWULwrlW1o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pali Bhavan,"10, Pali Mala Rd, Adarsh Nagar, Bandra West, Mumbai, Maharashtra 400050","10, Pali Mala Rd","Adarsh Nagar, Bandra West","Restaurant,Bar,Indian restaurant",098195 87101,"098195 87101, +91 98195 87101",YES,1963,4.5,https://search.google.com/local/reviews?placeid=ChIJB6qflRTJ5zsRmxqAPDeShvw&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=18196392110372952731,19.062202,72.8293888,,,"Sunday:[11 am–3 pm], Monday:[11 am–3 pm], Tuesday:[11 am–3 pm], Wednesday:[11 am–3 pm], Thursday:[11 am–3 pm], Friday:[11 am–3 pm], Saturday:[11 am–3 pm]",https://lh5.googleusercontent.com/p/AF1QipMXJQuLBFvbAVVQk9BIz_p8Tm1-v4sj7w0OIoxm=w126-h92-k-no,1.82E+19,ChIJB6qflRTJ5zsRmxqAPDeShvw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Accent Mumbai,"Jio World Centre, Ground Floor, Nita Mukesh Ambani Cultural Centre, C-64, G Block, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400098",Jio World Centre,"Ground Floor, Nita Mukesh Ambani Cultural Centre","Indian restaurant,Bar,Fine dining restaurant",022 3525 1500,"022 3525 1500, +91 22 3525 1500",YES,6723,4.9,https://search.google.com/local/reviews?placeid=ChIJU61RfWDJ5zsReUDILMI8peo&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16907987180705038457,19.0652364,72.8664515,https://www.indianaccent.com/mumbai,indianaccent.com,"Sunday:[12–2:30 pm], Monday:[12–2:30 pm], Tuesday:[12–2:30 pm], Wednesday:[12–2:30 pm], Thursday:[12–2:30 pm], Friday:[12–2:30 pm], Saturday:[12–2:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOlPkFxCT7Vzbi4SWF9WMxktqjP7SA16OdmD9sZ=w138-h92-k-no,1.69E+19,ChIJU61RfWDJ5zsReUDILMI8peo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab Grill Lower Parel,"Senapati Bapat Marg Third Floor, Phoenix Palladium Mall, Mumbai, Maharashtra 400013","Senapati Bapat Marg Third Floor, Phoenix Palladium Mall","Mumbai, Maharashtra 400013","Punjabi restaurant,Grill,Fine dining restaurant,North Eastern Indian restaurant,Restaurant",022 4347 3980,"022 4347 3980, +91 22 4347 3980",YES,1155,4.2,https://search.google.com/local/reviews?placeid=ChIJbZSkf4zO5zsRHxTao84zc8M&q=Mumbai+restaurants&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14083657422322930719,18.9948539,72.8245893,https://stores.lbf.co.in/store-pages/punjab-grill-palladium-mall-lower-parel-mumbai/,stores.lbf.co.in,"Sunday:[12–11:30 pm], Monday:[12–11:30 pm], Tuesday:[12–11:30 pm], Wednesday:[12–11:30 pm], Thursday:[12–11:30 pm], Friday:[12–11:30 pm], Saturday:[12–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOwdRG47XZ8s9PcvRL-g1ADrQSHwzW24zqTVmXU=w138-h92-k-no,1.41E+19,ChIJbZSkf4zO5zsRHxTao84zc8M,"RN Gandhi Rd, Rajawadi Colony, Vidya Vihar East, Ghatkopar East, Mumbai, Maharashtra 400077","RN Gandhi Rd, Rajawadi Colony","Vidya Vihar East, Ghatkopar East","CBSE School,High school,Primary school",C36vZua7MO6WnesP68uByAs,,NO,53,4.7,https://search.google.com/local/reviews?placeid=ChIJW585bWHH5zsRoCjt5gEQIUc&q=Mumbai+all+schools&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5125395451279648928,19.0779779,72.8994621,https://rajawadi.mumbaipublicschools.in/,mumbaipublicschools.in,"Sunday:[Closed], Monday:[7:10 am–4:30 am], Tuesday:[7:10 am–4:30 am], Wednesday:[7:10 am–4:30 am], Thursday:[7:10 am–4:30 am], Friday:[7:10 am–4:30 am], Saturday:[7:10 am–3:30 am]",https://lh5.googleusercontent.com/p/AF1QipOjCYjUQKkIUbiiDzeASJ2Y3Qz_d6HMX7t3tp70=w163-h92-k-no,5.13E+18,ChIJW585bWHH5zsRoCjt5gEQIUc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,
All India Education Society High School,"Mohili Village, khavanekar wadi Society, Kajupada Pipeline Rd, Pereira Wadi, Saki Naka, Mumbai, Maharashtra 400072",Mohili Village,khavanekar wadi Society,School,022 2852 3869,"022 2852 3869, +91 22 2852 3869",NO,160,4.4,https://search.google.com/local/reviews?placeid=ChIJFytU7W3I5zsRCkPN0IiGA78&q=Mumbai+all+schools&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13763992808351154954,19.0988968,72.8937336,,,,https://lh5.googleusercontent.com/p/AF1QipOu-QmKTbdlSjStGh0NQLjhK9VFpC8eLHE8VWWM=w80-h106-k-no,1.38E+19,ChIJFytU7W3I5zsRCkPN0IiGA78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Universal School, Ghatkopar","Plot No, 17, Tilak Rd, near Lion’s Garden, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077","Plot No, 17, Tilak Rd",near Lion’s Garden,School,022 4194 7766,"022 4194 7766, +91 22 4194 7766",YES,263,4.5,https://search.google.com/local/reviews?placeid=ChIJrz_I2C7G5zsR4W9VrDUPyWg&q=Mumbai+all+schools&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7550582973462310881,19.0759938,72.9052142,http://ghatkopar.universalschool.edu.in/,universalschool.edu.in,"Sunday:[Closed], Monday:[9 am–6 pm], Tuesday:[9 am–6 pm], Wednesday:[9 am–6 pm], Thursday:[9 am–6 pm], Friday:[9 am–6 pm], Saturday:[9 am–6 pm]",https://lh5.googleusercontent.com/p/AF1QipOBM-r3CGR9wLVu-EKOEAZmwY2w9T5JfZ7YRurN=w138-h92-k-no,7.55E+18,ChIJrz_I2C7G5zsR4W9VrDUPyWg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai public school,"3V7R+C36, Shell Colony Rd, Sahakar Nagar1, Shell Colony, Sahakar Nagar, Chembur, Mumbai, Maharashtra 400071",3V7R+C36,Shell Colony Rd,School,C36vZua7MO6WnesP68uByAs,,NO,13,4.6,https://search.google.com/local/reviews?placeid=ChIJY8AQgZjI5zsRsD6Jrc8y0a0&q=Mumbai+all+schools&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12524847906245131952,19.0635274,72.8901461,,,"Sunday:[Open 24 hours], Monday:[8 am–5 pm], Tuesday:[8 am–5 pm], Wednesday:[8 am–5 pm], Thursday:[8 am–5 pm], Friday:[8 am–5 pm], Saturday:[8 am–5 pm]",https://lh5.googleusercontent.com/p/AF1QipMlaBUGJW85dOXuVsFLSa9RQsLTGs4WvTNHwqF6=w122-h92-k-no,1.25E+19,ChIJY8AQgZjI5zsRsD6Jrc8y0a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Heart Boys High School,"3RFQ+PC6, Swami Vivekananda Rd, Khar, Ram Krishna Nagar, Santacruz West, Mumbai, Maharashtra 400052",3RFQ+PC6,Swami Vivekananda Rd,"High school,School",022 2648 1912,"022 2648 1912, +91 22 2648 1912",NO,287,4.6,https://search.google.com/local/reviews?placeid=ChIJW-0WPw_J5zsRjwyS2i_a8EU&q=Mumbai+all+schools&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5039767882092907663,19.0742894,72.8385225,https://sacredheartintl.org/,sacredheartintl.org,"Sunday:[7 am–7 pm], Monday:[7 am–7 pm], Tuesday:[7 am–7 pm], Wednesday:[7 am–7 pm], Thursday:[7 am–7 pm], Friday:[7 am–7 pm], Saturday:[7 am–7 pm]",https://lh5.googleusercontent.com/p/AF1QipPhbFOuSC7yFrMfyODMr0D770MDOhhSsXC61Vev=w122-h92-k-no,5.04E+18,ChIJW-0WPw_J5zsRjwyS2i_a8EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanakia International School,"Ghatkopar - Mankhurd Link Rd, near Kanakia School (CBSE Board, ACC Nagar, Chedda Nagar, Mumbai, Maharashtra 400043",Ghatkopar - Mankhurd Link Rd,near Kanakia School (CBSE Board,"International school,CBSE School",074000 91646,"074000 91646, +91 74000 91646",YES,209,4.4,https://search.google.com/local/reviews?placeid=ChIJO7YaoxfG5zsRfKxAdd3WFT0&q=Mumbai+all+schools&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4401660457467817084,19.0617833,72.913639,https://kanakiaschools.org/,kanakiaschools.org,"Sunday:[Closed], Monday:[8 am–5 pm], Tuesday:[8 am–5 pm], Wednesday:[8 am–5 pm], Thursday:[8 am–5 pm], Friday:[8 am–5 pm], Saturday:[9 am–1 pm]",https://lh5.googleusercontent.com/p/AF1QipO2Su5nZeDJS0YZIkCGt5jpS0mJu4OUxqE_0NjX=w138-h92-k-no,4.40E+18,ChIJO7YaoxfG5zsRfKxAdd3WFT0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
